"","Left.Accumbens.Area","Right.Accumbens.Area","Left.Amygdala","Right.Amygdala","Left.Caudate","Right.Caudate","Left.Cerebellum.Exterior","Right.Cerebellum.Exterior","Left.Cerebellum.White.Matter","Right.Cerebellum.White.Matter","Left.Cerebral.White.Matter","Right.Cerebral.White.Matter","Left.Hippocampus","Right.Hippocampus","Left.Inf.Lat.Vent","Right.Inf.Lat.Vent","Left.Lateral.Ventricle","Right.Lateral.Ventricle","Left.Pallidum","Right.Pallidum","Left.Putamen","Right.Putamen","Left.Thalamus.Proper","Right.Thalamus.Proper","Left.Ventral.DC","Right.Ventral.DC","Left.Basal.Forebrain","Right.Basal.Forebrain","Left.ACgG.anterior.cingulate.gyrus","Right.ACgG.anterior.cingulate.gyrus","Left.AIns.anterior.insula","Right.AIns.anterior.insula","Left.AOrG.anterior.orbital.gyrus","Right.AOrG.anterior.orbital.gyrus","Left.AnG.angular.gyrus","Right.AnG.angular.gyrus","Left.Calc.calcarine.cortex","Right.Calc.calcarine.cortex","Left.CO.central.operculum","Right.CO.central.operculum","Left.Cun.cuneus","Right.Cun.cuneus","Left.Ent.entorhinal.area","Right.Ent.entorhinal.area","Left.FO.frontal.operculum","Right.FO.frontal.operculum","Left.FRP.frontal.pole","Right.FRP.frontal.pole","Left.FuG.fusiform.gyrus","Right.FuG.fusiform.gyrus","Left.GRe.gyrus.rectus","Right.GRe.gyrus.rectus","Left.IOG.inferior.occipital.gyrus","Right.IOG.inferior.occipital.gyrus","Left.ITG.inferior.temporal.gyrus","Right.ITG.inferior.temporal.gyrus","Left.LiG.lingual.gyrus","Right.LiG.lingual.gyrus","Left.LOrG.lateral.orbital.gyrus","Right.LOrG.lateral.orbital.gyrus","Left.MCgG.middle.cingulate.gyrus","Right.MCgG.middle.cingulate.gyrus","Left.MFC.medial.frontal.cortex","Right.MFC.medial.frontal.cortex","Left.MFG.middle.frontal.gyrus","Right.MFG.middle.frontal.gyrus","Left.MOG.middle.occipital.gyrus","Right.MOG.middle.occipital.gyrus","Left.MOrG.medial.orbital.gyrus","Right.MOrG.medial.orbital.gyrus","Left.MPoG.postcentral.gyrus.medial.segment","Right.MPoG.postcentral.gyrus.medial.segment","Left.MPrG.precentral.gyrus.medial.segment","Right.MPrG.precentral.gyrus.medial.segment","Left.MSFG.superior.frontal.gyrus.medial.segment","Right.MSFG.superior.frontal.gyrus.medial.segment","Left.MTG.middle.temporal.gyrus","Right.MTG.middle.temporal.gyrus","Left.OCP.occipital.pole","Right.OCP.occipital.pole","Left.OFuG.occipital.fusiform.gyrus","Right.OFuG.occipital.fusiform.gyrus","Left.OpIFG.opercular.part.of.the.inferior.frontal.gyrus","Right.OpIFG.opercular.part.of.the.inferior.frontal.gyrus","Left.OrIFG.orbital.part.of.the.inferior.frontal.gyrus","Right.OrIFG.orbital.part.of.the.inferior.frontal.gyrus","Left.PCgG.posterior.cingulate.gyrus","Right.PCgG.posterior.cingulate.gyrus","Left.PCu.precuneus","Right.PCu.precuneus","Left.PHG.parahippocampal.gyrus","Right.PHG.parahippocampal.gyrus","Left.PIns.posterior.insula","Right.PIns.posterior.insula","Left.PO.parietal.operculum","Right.PO.parietal.operculum","Left.PoG.postcentral.gyrus","Right.PoG.postcentral.gyrus","Left.POrG.posterior.orbital.gyrus","Right.POrG.posterior.orbital.gyrus","Left.PP.planum.polare","Right.PP.planum.polare","Left.PrG.precentral.gyrus","Right.PrG.precentral.gyrus","Left.PT.planum.temporale","Right.PT.planum.temporale","Left.SCA.subcallosal.area","Right.SCA.subcallosal.area","Left.SFG.superior.frontal.gyrus","Right.SFG.superior.frontal.gyrus","Left.SMC.supplementary.motor.cortex","Right.SMC.supplementary.motor.cortex","Left.SMG.supramarginal.gyrus","Right.SMG.supramarginal.gyrus","Left.SOG.superior.occipital.gyrus","Right.SOG.superior.occipital.gyrus","Left.SPL.superior.parietal.lobule","Right.SPL.superior.parietal.lobule","Left.STG.superior.temporal.gyrus","Right.STG.superior.temporal.gyrus","Left.TMP.temporal.pole","Right.TMP.temporal.pole","Left.TrIFG.triangular.part.of.the.inferior.frontal.gyrus","Right.TrIFG.triangular.part.of.the.inferior.frontal.gyrus","Left.TTG.transverse.temporal.gyrus","Right.TTG.transverse.temporal.gyrus"
"1000",0.795714285714286,0.816858237547893,0.863074204946996,0.812834224598931,0.879049676025918,0.910125142207053,0.946625111697143,0.94551289032155,0.893811107751235,0.878842129151012,0.934385610363264,0.936897113854194,0.886337832723603,0.897386253630203,0.589595375722543,0.495145631067961,0.828661110509795,0.905421381523391,0.88,0.871567267683773,0.92237616245967,0.928248097852258,0.925836210895222,0.912469760281504,0.901591043017089,0.89516339869281,0.664596273291925,0.64352856109906,0.769176735037932,0.865321445330831,0.890034669748422,0.873833022139237,0.745378444366934,0.698663230794009,0.837817717749654,0.840893804648382,0.821045423419311,0.810354077253219,0.756635255468142,0.787307289327945,0.823823897518958,0.816412351315631,0.84160066694456,0.800767099936075,0.672365988909427,0.647909967845659,0.459344262295082,0.656258269383435,0.665959800848239,0.853351659970395,0.840222808560539,0.775243007339814,0.744368919099027,0.717957872188504,0.741651505370033,0.84843065367075,0.820079756040347,0.833564109664913,0.805688954562246,0.707283301024647,0.801522160871512,0.867419635099913,0.730755711775044,0.610659439927733,0.848107772755473,0.868343316648888,0.759538357094365,0.850107394906413,0.829952416729276,0.823917456021651,0.601655933762649,0.532494758909853,0.788528738402217,0.776428571428571,0.758026716662761,0.835191947103523,0.834714816972087,0.846956565682088,0.509243697478992,0.83632505084446,0.658438691551274,0.491638341264446,0.66027027027027,0.690269108769058,0.674843554443054,0.570965125709651,0.827550039332226,0.810729215048769,0.864465682015639,0.856635371733063,0.855084927972479,0.827204865910976,0.804506505871152,0.861162079510703,0.761111857123674,0.643940886699507,0.867312661498708,0.841870824053452,0.815132408575032,0.77225636523266,0.749043977055449,0.787485515643105,0.783059539575643,0.877347141586903,0.743003631702628,0.752856283824414,0.758949880668258,0.809327846364883,0.84916725310814,0.843231153041035,0.803860232945092,0.843559032021511,0.843175177976215,0.853901931222629,0.735116676152533,0.814346978557505,0.849058371591867,0.842949176807445,0.717671049855847,0.876491155902921,0.894611691865943,0.876956065513938,0.739917157183344,0.58199121522694,0.802892064038561,0.824125230202578
"1001",0.741116751269036,0.782936010037641,0.811375993308239,0.824013157894737,0.90687698906877,0.900318979266348,0.951256014852423,0.954870277431271,0.92208744334844,0.923822568749341,0.933345289772852,0.938002314869152,0.868417234875961,0.87989069680785,0.404907975460123,0.685185185185185,0.906098134503841,0.905104712041885,0.907971683594952,0.901892285298399,0.937477280988731,0.935092449922958,0.924385522379304,0.927814972611077,0.898284875722278,0.909630178885902,0.745355191256831,0.735632183908046,0.85554647042791,0.872528830313015,0.889407580304546,0.870967741935484,0.619289340101523,0.785109228711547,0.782871536523929,0.804918402647214,0.816458519179304,0.822833275321963,0.805147058823529,0.815350496576994,0.77195860676426,0.796855775803144,0.716847826086957,0.768128916741271,0.796010538200979,0.698602794411178,0.804211911813096,0.786749482401656,0.761743067345784,0.834414774145246,0.805031446540881,0.707142857142857,0.778246601031411,0.61492128678987,0.763227230648722,0.835863593511264,0.770335477941177,0.833285066126074,0.592462751971954,0.71041257367387,0.835075287865368,0.84297520661157,0.835348837209302,0.426221335992024,0.857663296046332,0.816023428511662,0.733930024410089,0.649563232863776,0.796265681221433,0.825863486842105,0.287750254496098,0.634299138606108,0.569085690856909,0.662472035794183,0.841026783228465,0.79158345915932,0.802936714347638,0.844063380495046,0.713828083288841,0.735014377350144,0.73439099283521,0.772250724960964,0.839589484043301,0.828200972447326,0.375582479030755,0.728354263053536,0.736198934280639,0.770628473706712,0.738742393509128,0.824435006825421,0.801018459579885,0.811264649291586,0.84857861148714,0.886457399103139,0.835158417287195,0.742561854055747,0.679021201976726,0.776459854014598,0.867707172054998,0.850897092183955,0.789473684210526,0.827515047291488,0.839735289886347,0.856354135857241,0.743613138686131,0.791815524520948,0.545148625911385,0.678288431061807,0.839998931367049,0.77257525083612,0.81735044886316,0.767549938850387,0.763822336896425,0.724146195326543,0.62951379016207,0.702772254064803,0.718628105562779,0.781835118770377,0.842311831360385,0.796455564242898,0.863145939806928,0.884337884337884,0.813469985358712,0.82021286796433,0.765063291139241,0.849437025399319
"1002",0.77187244480785,0.795234549516009,0.845232390991854,0.857008907641819,0.908360820306898,0.915483248311044,0.953395183081389,0.953401881426384,0.928824153791721,0.920117727502453,0.932331741735349,0.935960727245934,0.888952902203658,0.889160222493556,0.537897310513447,0.706533776301218,0.951825713409021,0.925036927621861,0.885758039816233,0.8894131524624,0.929723817336615,0.928367308058678,0.918259406178627,0.93016881579767,0.907585938260785,0.90979458172075,0.645446507515473,0.581395348837209,0.83897353648757,0.828123439528613,0.895033462486791,0.886363636363636,0.679534487652569,0.770769230769231,0.808549506759225,0.824739638682253,0.706585081585082,0.846740538206936,0.773758042400591,0.774087343855912,0.729491910303718,0.795054260807685,0.816436712657469,0.8159039138538,0.768729641693811,0.773684210526316,0.829799426934097,0.686221419975933,0.731875872150973,0.808152095635892,0.753237537697357,0.743387287801026,0.707918367346939,0.73082114735658,0.795425861475504,0.821419050158053,0.745893719806763,0.715636545807502,0.734083601286174,0.721661721068249,0.744919786096257,0.881902965524468,0.777258566978193,0.75,0.861193754231898,0.863690788782691,0.688934217236104,0.745370916381649,0.803423680456491,0.823078516677025,0.43437708194537,0.309378806333739,0.710968997636591,0.803661056982581,0.833985393844549,0.841160292667739,0.828828828828829,0.845944246489206,0.699409733823366,0.773541570969224,0.622294814209882,0.551313093685975,0.757716847732368,0.679489695780177,0.579502894109636,0.734267819862809,0.767586821015138,0.83183833384885,0.80805065581185,0.863399049325957,0.806639748766263,0.793569601753745,0.841117683051193,0.855992329817833,0.674941451990632,0.630051813471503,0.842474769635805,0.837429726339265,0.770491803278688,0.814921681780709,0.821823617339312,0.776746242263484,0.853763083568699,0.822537710736469,0.737960954446855,0.706224972697488,0.563310069790628,0.459273797841021,0.818941504178273,0.835643458790916,0.632911392405063,0.830561656730468,0.776976580945696,0.756114079313718,0.508131430467972,0.640216698534098,0.840325342465753,0.838229699454707,0.761389160859299,0.815335319579515,0.89584996009577,0.916091576295323,0.801286058765741,0.826196473551637,0.734088246778602,0.718100890207715
"1006",0.8,0.77037037037037,0.823466666666667,0.75084663763909,0.919878963294303,0.918191322530058,0.950208668316742,0.956869574682304,0.905041819220046,0.919468659194687,0.937161436790929,0.941212564033215,0.856957424714434,0.868941641938675,0.649921507064364,0.590431738623104,0.964265182002481,0.959021245806749,0.893746541228556,0.917970858067998,0.931359107942601,0.929512453120492,0.926605504587156,0.933524418476464,0.900363922494344,0.902975155914528,0.517838939857288,0.671814671814672,0.786904078116025,0.827244873909969,0.907650695517774,0.898225957049486,0.636990595611285,0.481339187705818,0.825086942775846,0.65581671497922,0.863502935420744,0.839216767788196,0.68535725728933,0.792495029821074,0.661659600242277,0.801847752863055,0.813659585910191,0.780300957592339,0.8,0.727770859277709,0.738038648341428,0.769907963185274,0.827575602255254,0.810095619301757,0.696722864178822,0.579100469903782,0.746319059840605,0.834980178687652,0.824477371413224,0.804460966542751,0.766203189551775,0.792813192222496,0.748650732459522,0.605348988910633,0.851196894543886,0.821105527638191,0.661253946774921,0.536123853211009,0.884843739805572,0.876980428704567,0.78927081683299,0.675965665236052,0.845640428011442,0.764300482425913,0.517060367454068,0.473900293255132,0.760071301247772,0.729554655870445,0.814352377348972,0.823787761884978,0.792905136089284,0.742515945175736,0.641107266435986,0.808408145390847,0.458289824805662,0.637970669837495,0.778977006100422,0.811376266753841,0.560874848116646,0.790917691579943,0.779915162276808,0.776363636363636,0.780310335758745,0.838648615283322,0.768826135105205,0.74448419797257,0.878662904276102,0.885791366906475,0.693054518297237,0.73757722266989,0.763016288539849,0.823476229940481,0.788705583756345,0.771210676835081,0.806996620950109,0.776699029126214,0.871359306763866,0.875163378826104,0.798653198653199,0.748306997742664,0.602863602110023,0.587657353392693,0.880025924171797,0.869369488652914,0.818501559492999,0.761513157894737,0.795774363936938,0.743911624403716,0.540399198117319,0.774275331699484,0.766354378818737,0.825033647375505,0.784115426105717,0.782509070078289,0.768024425785858,0.723441337241543,0.723598562129603,0.830592849600241,0.77325853202431,0.786861313868613
"1007",0.783679753656659,0.814522494080505,0.833150384193194,0.86266318537859,0.911768573307035,0.914512922465209,0.952145132142536,0.953267477203647,0.917327539380771,0.91811606985359,0.928127262222567,0.930733619019458,0.875036158518947,0.883150235411614,0.528301886792453,0.607460035523979,0.908163265306122,0.887096774193548,0.875198475706573,0.88707729468599,0.92495497298379,0.932177681473456,0.931238615664845,0.920598527814649,0.907316111220667,0.896670377492157,0.568978955572876,0.7409200968523,0.847802197802198,0.85124716553288,0.888196607822776,0.865692910580691,0.780936454849498,0.721097540572193,0.794480691236114,0.771097046413502,0.810963618485742,0.851935015189539,0.793545208179354,0.852181558413012,0.801947261663286,0.720400918772186,0.81951871657754,0.857224935363401,0.793206793206793,0.756123535676251,0.567223548130469,0.845340050377834,0.683434736247883,0.839086808432293,0.771960698049567,0.758204451150509,0.691877558079207,0.738155585884188,0.709453178676797,0.809867929230003,0.834541443428932,0.716963385959019,0.652310594152782,0.725262421273618,0.816756087494841,0.874616029042167,0.758461284464256,0.739280245022971,0.881447963800905,0.895642652011322,0.668841135840368,0.746243169398907,0.857872040834287,0.789719119401366,0.455234353073253,0.377233620119126,0.711995177817963,0.727306273062731,0.790041230574057,0.845612436072713,0.793258202852299,0.847642740124992,0.742130498228059,0.81881051175657,0.530987514188422,0.618772196854389,0.8068163198427,0.853341489524392,0.710056390977444,0.639775668679896,0.819929297392841,0.790810374225971,0.815599504506429,0.716658806267358,0.826125073056692,0.826465276637662,0.844483058210252,0.862917063870353,0.720937700706487,0.776109097186259,0.814335575040436,0.815946017934831,0.84079014013169,0.823032759202972,0.790291998483125,0.718434852763211,0.853389238294899,0.841994286491634,0.710557734947979,0.84532300794783,0.803815844048113,0.831625183016105,0.814771395076202,0.849258849258849,0.732674695319824,0.848387096774194,0.78264776765655,0.807538178273584,0.576552342524098,0.551530073865635,0.817569452748216,0.753185057223062,0.743797950383603,0.833919929608447,0.893493528353358,0.890739471881094,0.801920219453652,0.743722050223598,0.812238493723849,0.740967961826858
"1008",0.863676341248901,0.848806366047745,0.840413318025258,0.84878587196468,0.936910449589612,0.931792201193954,0.955390005662514,0.953597755999111,0.911680029718602,0.891698089880695,0.939487062668247,0.936314161307523,0.895233106338397,0.899767501937484,0.606060606060606,0.686202686202686,0.947266734856234,0.921136707583656,0.897172236503856,0.906307409675444,0.939078113248093,0.938717130597425,0.933371233655486,0.934142815842729,0.892592253456643,0.915717975700756,0.599434495758718,0.532154340836013,0.85334695963209,0.863605342692795,0.898986975397974,0.885821337014396,0.691821628452789,0.811404811404811,0.555659714084837,0.565005871498071,0.831692167853356,0.806714923764054,0.815282392026578,0.704208930861607,0.822064777327935,0.695594567737661,0.764511873350924,0.765267175572519,0.777033881111787,0.750500454959054,0.8,0.77502691065662,0.8480581167924,0.851929926582831,0.786349534643226,0.743533186284339,0.78002677797905,0.776078557630393,0.794473087234481,0.829790634489372,0.784179970972424,0.715217089748925,0.749005964214712,0.814187643020595,0.879914984059511,0.821734104046243,0.770232925384919,0.782567049808429,0.880366767858249,0.879916997473836,0.710772754833928,0.591480786602738,0.814836003051106,0.814624881291548,0.585148514851485,0.577719066490533,0.802943581357318,0.471989068904939,0.838979506482643,0.857112616426757,0.789616169108103,0.856330991412959,0.646727656579873,0.786443148688047,0.706274292059967,0.607246813208873,0.839044881715675,0.80077276020285,0.616555661274976,0.735294117647059,0.808626313881841,0.778865861990435,0.851780858556591,0.778757102590488,0.825041736227045,0.809133489461358,0.862329259525521,0.864197530864197,0.806699232379623,0.361342537491074,0.85436817775706,0.758514086262777,0.854276957369741,0.799460188933873,0.818313652372074,0.850696280627534,0.889670691895661,0.873677437803832,0.764729458917836,0.292030567685589,0.707940780619112,0.731267163593566,0.860469402801671,0.845715234720992,0.863494886616274,0.653812445223488,0.806486046866263,0.611993462682814,0.659935088351965,0.541336971350614,0.77251356238698,0.715007376279673,0.849238171611868,0.755340060280435,0.874947419025299,0.88839206918868,0.745448669611117,0.794664708761625,0.823869104908566,0.847107438016529
"1009",0.784636488340192,0.853535353535353,0.815122176118027,0.851645569620253,0.925078369905956,0.928318174811161,0.953209400210452,0.957739771409641,0.922969905542945,0.923782534118875,0.938233795149172,0.940007629969596,0.864460431654676,0.873026403078148,0.650406504065041,0.605072463768116,0.928354237932345,0.9201108033241,0.918022328548644,0.919395465994962,0.949664786634032,0.9321608040201,0.918456497997816,0.920137562094001,0.91158082762727,0.900052438384898,0.663764961915125,0.562783661119516,0.769904819459133,0.80046403712297,0.89732191260978,0.881705948372615,0.639975735517137,0.591949029829134,0.610291858678955,0.771348519917164,0.793460326983651,0.724231464737794,0.827501943796512,0.814270941054809,0.732692079325496,0.69831870572063,0.75307210758173,0.817758460105557,0.749483115093039,0.739967897271268,0.671284537828061,0.625992131962178,0.706257413997628,0.779478992816196,0.760131950989632,0.632831798787334,0.636559882566272,0.777579435915744,0.811437463528496,0.802638675683525,0.788269039395891,0.795806553577073,0.77827860055806,0.672515552719732,0.86712271973466,0.873640713353632,0.617578772802653,0.291677961507184,0.857184543929188,0.763313756102396,0.697804895153938,0.812154696132597,0.73830785530498,0.804339875655248,0.682468694096601,0.715464657337639,0.643781452192667,0.824391869376874,0.802030456852792,0.804370814240395,0.856777973932314,0.848285645088745,0.818241903502974,0.647941148371071,0.630914826498423,0.778703462639938,0.690535664723841,0.767478878413126,0.729077374238665,0.757056451612903,0.821492182861666,0.781332329695145,0.840994724943481,0.836149743282987,0.828914234928159,0.820379016753639,0.855160815640109,0.856823266219239,0.449813309905557,0.689050211736237,0.841477206255118,0.857331804955471,0.811981914091937,0.696014828544949,0.792228571428571,0.805372183018438,0.855919754899903,0.879982839369347,0.525583299222268,0.774674115456238,0.750422535211268,0.782415136338342,0.836105705856506,0.675319789315275,0.818055426823617,0.830646589902569,0.511559416875276,0.728820714888826,0.769085258748818,0.739322816467872,0.766569618085289,0.8512128032008,0.702200751476114,0.853652361058362,0.866944533504328,0.888662708510037,0.813197717687919,0.776694110196327,0.697093023255814,0.855677154582763
"1010",0.831804281345566,0.8140589569161,0.880037488284911,0.832703213610586,0.914259653390088,0.896531957580969,0.955006072189373,0.955401427074497,0.911737943585077,0.924478422406402,0.941734671633162,0.940026541732101,0.878846686997505,0.872810563190515,0.468,0.596701649175412,0.911104745536141,0.875643666323378,0.909715070374185,0.897570584372948,0.939020469403065,0.935700893349509,0.926295051570286,0.928920968925863,0.901811805961426,0.886763965777554,0.652719665271967,0.65587044534413,0.809366995975119,0.749810892586989,0.874786967418546,0.880803260761507,0.644719687092568,0.434602649006623,0.719447396386823,0.825916666666667,0.837565582371459,0.859475345597039,0.823317307692308,0.784230245231608,0.762554541848473,0.794796073110384,0.77119016249451,0.756443556443556,0.737793223284101,0.802034948020349,0.53495568997046,0.841144004014049,0.842186082222377,0.846241602230954,0.765642354683451,0.809677419354839,0.763423920178548,0.761756124041528,0.826818877445506,0.830446369087275,0.742857142857143,0.792268084747193,0.813826561552456,0.621381705905056,0.849710051546392,0.845720324057767,0.664053751399776,0.758025357431886,0.857449042078558,0.874824684431978,0.721676489849378,0.751500600240096,0.764355492018108,0.798119613476103,0.667277726856095,0.542814221331998,0.781025923883067,0.623942867881977,0.779971791255289,0.795993244423738,0.810690274911802,0.849294526617136,0.805041818824361,0.819107832806463,0.572249589490969,0.418693982074264,0.639489865634252,0.809105787829192,0.826441631504923,0.717276166456494,0.816315505132361,0.766914390502847,0.816762530813476,0.830657354741162,0.781883194278903,0.773708920187793,0.855774755793909,0.871361839741286,0.807806401249024,0.723188405797101,0.853606868101238,0.800735574754519,0.839258506856272,0.77968799745304,0.830458561211611,0.823361144219309,0.868656355727405,0.873319934681573,0.833459157481504,0.703985113971158,0.783251231527094,0.735896514552641,0.850878387580008,0.843128703727457,0.830283182431131,0.807692307692308,0.715373555567389,0.770479048571746,0.713488551087166,0.60739806641446,0.775358882614131,0.767466927976482,0.84894113075578,0.871727870841305,0.903924221921516,0.895540197881967,0.716470074268239,0.847429365446966,0.83363707367873,0.78150912106136
